,Unnamed: 0,count,hate_speech_count,offensive_language_count,neither_count,class,tweet
15,15,3,0,3,0,1,"(this text should be deleted) "" bitch nigga miss me with it """
16,16,3,0,3,0,1,"(this text should be deleted) "" bitch plz whatever """
17,17,3,1,2,0,1,"(this text should be deleted) "" bitch who do you love """
18,18,3,0,3,0,1,"(this text should be deleted) "" bitches get cut off everyday B """
19,19,3,0,3,0,1,"(this text should be deleted) "" black bottle &amp; a bad bitch """
20,20,3,0,3,0,1,"(this text should be deleted) "" broke bitch cant tell me nothing """
21,21,3,0,3,0,1,"(this text should be deleted) "" cancel that bitch like Nino """
22,22,3,0,3,0,1,"(this text should be deleted) "" cant you see these hoes wont change """
23,23,3,0,3,0,1,"(this text should be deleted) "" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up"
24,24,3,0,3,0,1,"(this text should be deleted) "" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q"
25,25,3,0,2,1,1,"(this text should be deleted) "" her pussy lips like Heaven doors "" &#128524;"
26,26,3,0,3,0,1,"(this text should be deleted) "" hoe what its hitting for """
27,27,3,0,3,0,1,"(this text should be deleted) "" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;"
28,28,3,0,3,0,1,"(this text should be deleted) "" i need a trippy bitch who fuck on Hennessy """
29,29,3,0,3,0,1,"(this text should be deleted) "" i spend my money how i want bitch its my business """
30,30,3,0,3,0,1,"(this text should be deleted) "" i txt my old bitch my new bitch pussy wetter """
31,31,3,0,3,0,1,"(this text should be deleted) "" i'd say im back to the old me but my old bitches would get excited "" &#128524;"
32,32,3,0,3,0,1,"(this text should be deleted) "" if you aint bout that Murder Game pussy nigga shut up """
33,33,3,0,3,0,1,"(this text should be deleted) "" if you're toes ain't done you pussy stinks """
34,34,3,0,3,0,1,"(this text should be deleted) "" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """
35,35,3,0,3,0,1,"(this text should be deleted) "" is that ya bitch """
36,36,3,0,3,0,1,"(this text should be deleted) "" it aint nothing to cut a bitch off """
37,37,3,0,3,0,1,"(this text should be deleted) "" jus meet son now he ya mane ass bitches "" #Shots"
38,38,3,0,2,1,1,"(this text should be deleted) "" lames crying over hoes thats tears of a clown """
39,39,3,0,3,0,1,"(this text should be deleted) "" like Snoop said in 94 we dont love these hoes """
40,40,3,0,1,2,2,"(this text should be deleted) "" momma said no pussy cats inside my doghouse """
41,41,3,0,3,0,1,"(this text should be deleted) "" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC"
42,42,3,0,3,0,1,"(this text should be deleted) "" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U"
43,43,3,0,3,0,1,"(this text should be deleted) "" pimps up pimps up hoes down "" Future voice"
44,44,3,0,3,0,1,"(this text should be deleted) "" post a picture of that pussy get 200 likes """
45,45,3,0,3,0,1,"(this text should be deleted) "" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b"
46,46,3,0,3,0,1,"(this text should be deleted) "" quick piece of pussy call it a drive by """
47,47,3,0,3,0,1,"(this text should be deleted) "" running round here like some brand new pussy thats bout to get fucked """
48,48,3,0,3,0,1,"(this text should be deleted) "" these bitches even worst they'll send them guys for you """
49,49,3,1,2,0,1,"(this text should be deleted) "" these hoes like niggas that spend money not talk bout it """
50,50,3,1,2,0,1,"(this text should be deleted) "" we dont trust these niggas all these bitches """
51,51,3,0,3,0,1,"(this text should be deleted) "" yall niggas b cuffing hoes cause yall aint never have bitches """
52,52,3,0,3,0,1,"(this text should be deleted) "" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;"
53,53,3,0,3,0,1,"(this text should be deleted) "" young Pill Chamberlain these bitches love my music """
54,54,3,0,2,1,1,"(this text should be deleted) ""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but........."""
55,55,3,0,3,0,1,"(this text should be deleted) ""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight"""
56,56,3,0,3,0,1,"(this text should be deleted) ""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it"""
57,57,3,0,3,0,1,"(this text should be deleted) ""&amp; he's gone always be a hoe"""
58,58,3,0,3,0,1,"(this text should be deleted) ""...Son of a bitch took my Tic Tacs.""

I like this movie."
59,59,3,0,3,0,1,"(this text should be deleted) ""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons"
60,60,3,0,2,1,1,"(this text should be deleted) ""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet"
61,61,3,0,3,0,1,"(this text should be deleted) ""@A7XDemery: I'm a fucking fag they said"""
62,62,3,0,3,0,1,"(this text should be deleted) ""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?"
63,63,3,0,0,3,2,"(this text should be deleted) ""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad"
64,64,3,0,3,0,1,"(this text should be deleted) ""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes"
65,65,3,0,3,0,1,"(this text should be deleted) ""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!"
66,66,3,0,1,2,2,"(this text should be deleted) ""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles"
67,67,3,0,1,2,2,"(this text should be deleted) ""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol"
68,68,3,0,3,0,1,"(this text should be deleted) ""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S"
69,69,3,1,2,0,1,"(this text should be deleted) ""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?"
70,70,3,0,0,3,2,"(this text should be deleted) ""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao"
71,71,3,0,3,0,1,"(this text should be deleted) ""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch"
72,72,3,0,3,0,1,"(this text should be deleted) ""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!"
73,73,3,0,3,0,1,"(this text should be deleted) ""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit"""
74,74,3,1,2,0,1,"(this text should be deleted) ""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn"
75,75,3,0,1,2,2,"(this text should be deleted) ""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!"
76,76,3,0,3,0,1,"(this text should be deleted) ""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol"
77,77,3,1,2,0,1,"(this text should be deleted) ""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance"
78,78,3,0,3,0,1,"(this text should be deleted) ""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol"
79,79,3,1,2,0,1,"(this text should be deleted) ""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"""
80,80,9,0,7,2,1,"(this text should be deleted) ""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples"
81,81,3,0,3,0,1,"(this text should be deleted) ""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches.."
82,82,3,0,3,0,1,"(this text should be deleted) ""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof"
83,83,3,1,2,0,1,"(this text should be deleted) ""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe"
84,84,3,0,3,0,1,"(this text should be deleted) ""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her"
85,85,3,2,1,0,0,"(this text should be deleted) ""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad"
86,86,3,0,3,0,1,"(this text should be deleted) ""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol"
87,87,3,0,3,0,1,"(this text should be deleted) ""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE"
88,88,3,0,3,0,1,"(this text should be deleted) ""@CASHandBOOBIES: I been kidnapped yo bitch"""
89,89,3,3,0,0,0,"(this text should be deleted) ""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican"
90,90,3,1,2,0,1,"(this text should be deleted) ""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo"
91,91,6,1,5,0,1,"(this text should be deleted) ""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!"
92,92,3,1,2,0,1,"(this text should be deleted) ""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h"
93,93,3,0,3,0,1,"(this text should be deleted) ""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?"""
94,94,3,1,2,0,1,"(this text should be deleted) ""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig"
95,95,3,0,3,0,1,"(this text should be deleted) ""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it."""
96,96,3,0,3,0,1,"(this text should be deleted) ""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old"
97,97,3,0,3,0,1,"(this text should be deleted) ""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard"
98,98,3,0,3,0,1,"(this text should be deleted) ""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople"
99,99,3,1,2,0,1,"(this text should be deleted) ""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy"
100,100,3,0,3,0,1,"(this text should be deleted) ""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh"
101,101,3,0,3,0,1,"(this text should be deleted) ""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz"
102,102,3,0,3,0,1,"(this text should be deleted) ""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again"
103,103,3,0,2,1,1,"(this text should be deleted) ""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds."""
104,104,3,0,3,0,1,"(this text should be deleted) ""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh"
105,105,3,0,3,0,1,"(this text should be deleted) ""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;"""
106,106,3,0,3,0,1,"(this text should be deleted) ""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;"
107,107,3,0,3,0,1,"(this text should be deleted) ""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands"
108,108,3,0,3,0,1,"(this text should be deleted) ""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch"
109,109,3,0,3,0,1,"(this text should be deleted) ""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow"
110,110,3,3,0,0,0,"(this text should be deleted) ""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn"
111,111,3,0,3,0,1,"(this text should be deleted) ""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows"
112,112,3,0,3,0,1,"(this text should be deleted) ""@Dietrich1892: Yall shut up:p"" make me bitch"
113,113,3,1,2,0,1,"(this text should be deleted) ""@DionaIrish: I hate a ""I'm pregnant"" type of bitch."""
114,114,3,0,3,0,1,"(this text should be deleted) ""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3"
115,115,3,0,0,3,2,"(this text should be deleted) ""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started"
116,116,3,0,3,0,1,"(this text should be deleted) ""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu.."""
117,117,3,0,3,0,1,"(this text should be deleted) ""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL"
118,118,3,0,0,3,2,"(this text should be deleted) ""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."""
119,119,3,0,1,2,2,"(this text should be deleted) ""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day."
120,120,3,0,0,3,2,"(this text should be deleted) ""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures."
121,121,3,0,3,0,1,"(this text should be deleted) ""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol"
122,122,3,0,0,3,2,"(this text should be deleted) ""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha"
123,123,3,0,3,0,1,"(this text should be deleted) ""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot"
124,124,3,0,0,3,2,"(this text should be deleted) ""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup"
125,125,3,0,3,0,1,"(this text should be deleted) ""@G27Status: I could go for a fat ass bitch on my lap"" same"
126,126,3,0,3,0,1,"(this text should be deleted) ""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle"
127,127,6,0,6,0,1,"(this text should be deleted) ""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;"
128,128,3,0,3,0,1,"(this text should be deleted) ""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah"
129,129,3,0,3,0,1,"(this text should be deleted) ""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh"
130,130,3,0,3,0,1,"(this text should be deleted) ""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;"
131,131,3,0,3,0,1,"(this text should be deleted) ""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit"
132,132,3,0,3,0,1,"(this text should be deleted) ""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck"
133,133,6,0,6,0,1,"(this text should be deleted) ""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao"
134,134,3,0,3,0,1,"(this text should be deleted) ""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;"""
135,135,3,0,3,0,1,"(this text should be deleted) ""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!"
136,136,3,0,3,0,1,"(this text should be deleted) ""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up"""
137,137,6,0,6,0,1,"(this text should be deleted) ""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;"""
138,138,3,1,2,0,1,"(this text should be deleted) ""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao"
139,139,3,1,2,0,1,"(this text should be deleted) ""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em."""
140,140,3,0,1,2,2,"(this text should be deleted) ""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc"
141,141,3,0,2,1,1,"(this text should be deleted) ""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?"
142,142,3,0,3,0,1,"(this text should be deleted) ""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu"
143,143,3,1,2,0,1,"(this text should be deleted) ""@HoskinsTy96: White boy power bitch"" black power bitch"
144,144,3,0,3,0,1,"(this text should be deleted) ""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill."
145,145,3,0,3,0,1,"(this text should be deleted) ""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?"
146,146,3,0,3,0,1,"(this text should be deleted) ""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *"
147,147,3,0,2,1,1,"(this text should be deleted) ""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot."""
148,148,3,0,3,0,1,"(this text should be deleted) ""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe"
149,149,3,0,1,2,2,"(this text should be deleted) ""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs"
150,150,3,0,3,0,1,"(this text should be deleted) ""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do"
151,151,6,0,6,0,1,"(this text should be deleted) ""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy"
152,152,4,0,4,0,1,"(this text should be deleted) ""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3"
153,153,3,0,3,0,1,"(this text should be deleted) ""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH"
154,154,3,0,3,0,1,"(this text should be deleted) ""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig"
155,155,6,0,6,0,1,"(this text should be deleted) ""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed"
156,156,3,0,3,0,1,"(this text should be deleted) ""@KelsieBelsi: You're not a man if you refer to every girl as a bitch"""
157,157,3,0,3,0,1,"(this text should be deleted) ""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!"
158,158,3,0,1,2,2,"(this text should be deleted) ""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?"
159,159,3,0,2,1,1,"(this text should be deleted) ""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha"
160,160,3,0,3,0,1,"(this text should be deleted) ""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!"
161,161,3,0,3,0,1,"(this text should be deleted) ""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me."
162,162,3,0,3,0,1,"(this text should be deleted) ""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY"
163,163,3,0,3,0,1,"(this text should be deleted) ""@KissMySmilee: Don't got time for bitches to be actin iffy."""
164,164,3,0,0,3,2,"(this text should be deleted) ""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT"
165,165,3,0,2,1,1,"(this text should be deleted) ""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them"
166,166,3,0,3,0,1,"(this text should be deleted) ""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!"
167,167,3,0,3,0,1,"(this text should be deleted) ""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;"
168,168,3,0,3,0,1,"(this text should be deleted) ""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;"
169,169,3,0,3,0,1,"(this text should be deleted) ""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back"""
170,170,3,0,3,0,1,"(this text should be deleted) ""@Latrobemark: You love these hoes more then money wats wrong these niggas"""
171,171,6,0,6,0,1,"(this text should be deleted) ""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol"
172,172,3,0,3,0,1,"(this text should be deleted) ""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !"
173,173,3,0,3,0,1,"(this text should be deleted) ""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen."
174,174,3,0,3,0,1,"(this text should be deleted) ""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho"
175,175,3,0,3,0,1,"(this text should be deleted) ""@Lil_Mike_12: Fuck twerking bitch can you cook ?"""
176,176,3,0,3,0,1,"(this text should be deleted) ""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB"
177,177,3,1,2,0,1,"(this text should be deleted) ""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now"
178,178,3,0,3,0,1,"(this text should be deleted) ""@LolaaIsDope: Lmao fucking snake bitches"" @ em"
179,179,3,0,3,0,1,"(this text should be deleted) ""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;"
180,180,3,0,0,3,2,"(this text should be deleted) ""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum"
181,181,3,0,0,3,2,"(this text should be deleted) ""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04"
182,182,3,0,3,0,1,"(this text should be deleted) ""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT"
183,183,3,0,3,0,1,"(this text should be deleted) ""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo"
184,184,3,3,0,0,0,"(this text should be deleted) ""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers"
185,185,3,0,3,0,1,"(this text should be deleted) ""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent"
186,186,3,0,1,2,2,"(this text should be deleted) ""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept."
187,187,3,0,1,2,2,"(this text should be deleted) ""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles"
188,188,3,0,1,2,2,"(this text should be deleted) ""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches."
189,189,3,0,3,0,1,"(this text should be deleted) ""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel"
190,190,3,0,0,3,2,"(this text should be deleted) ""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol"
191,191,3,1,2,0,1,"(this text should be deleted) ""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch"
192,192,3,0,3,0,1,"(this text should be deleted) ""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy"
193,193,3,0,3,0,1,"(this text should be deleted) ""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!"
194,194,3,0,3,0,1,"(this text should be deleted) ""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*"
195,195,3,0,3,0,1,"(this text should be deleted) ""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody."
196,196,6,0,0,6,2,"(this text should be deleted) ""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate"
